	env_package.data.body_site	env_package.data.env_package	env_package.data.sample_name	env_package.id	env_package.name	env_package.type	library.data.file_checksum	library.data.file_name	library.data.investigation_type	library.data.metagenome_id	library.data.metagenome_name	library.data.misc_param	library.data.sample_name	library.data.seq_center	library.data.seq_meth	library.data.seq_model	library.data.seq_url	library.id	library.name	library.type	mixs.biome	mixs.collection_date	mixs.country	mixs.env_package_type	mixs.feature	mixs.latitude	mixs.location	mixs.longitude	mixs.material	mixs.PI_firstname	mixs.PI_lastname	mixs.project_id	mixs.project_name	mixs.seq_method	mixs.sequence_type	project.data.administrative-contact_PI_email	project.data.administrative-contact_PI_organization	project.data.administrative-contact_PI_organization_address	project.data.administrative-contact_PI_organization_country	project.data.administrative-contact_PI_organization_url	project.data.email	project.data.firstname	project.data.lastname	project.data.misc_param	project.data.organization	project.data.organization_address	project.data.organization_country	project.data.organization_url	project.data.PI_email	project.data.PI_firstname	project.data.PI_lastname	project.data.PI_organization	project.data.PI_organization_address	project.data.PI_organization_country	project.data.PI_organization_url	project.data.project_description	project.data.project_funding	project.data.project_name	project.data.project-description_project_description	project.data.project-description_project_name	project.id	project.name	project.public	sample.data.biome	sample.data.collection_date	sample.data.continent	sample.data.country	sample.data.env_package	sample.data.feature	sample.data.host_disease	sample.data.material	sample.data.misc_param	sample.data.sample_name	sample.data.temperature	sample.id	sample.name
mgm4472981.3	Supragingival plaque	human-oral	SRR061541	mge60617	SRR061541: human-oral	human-oral	c03ba7321a7b087f192230ad2975a2f6	SRR061541.fastq	metagenome	4472981.3	SRR061541	SRA021345,SRS018778,SRX024190	SRR061541	Washington University Genome Institute		Illumina Genome Analyzer II	http://genome.wustl.edu/	mgl60618	SRR061541	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	unknown	mucus	SRA021345,SRS018778,SRX024190	SRR061541	37.5	mgs60616	SRR061541
mgm4472982.3	Supragingival plaque	human-oral	SRR061542	mge60620	SRR061542: human-oral	human-oral	7965f508ae793f1a565b8fbf3fcdc6e4	SRR061542.fastq	metagenome	4472982.3	SRR061542	SRA021346,SRS015989,SRX024191	SRR061542	Washington University Genome Institute		Illumina Genome Analyzer II	http://genome.wustl.edu/	mgl60621	SRR061542	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	unknown	mucus	SRA021346,SRS015989,SRX024191	SRR061542	37.5	mgs60619	SRR061542
mgm4472983.3	Buccal mucosa	human-oral	SRR061543	mge60623	SRR061543: human-oral	human-oral	cbc490da8f144c3a53430bd7e0ffb70a	SRR061543.fastq	metagenome	4472983.3	SRR061543	SRA021347,SRS019872,SRX024192	SRR061543	Washington University Genome Institute		Illumina Genome Analyzer II	http://genome.wustl.edu/	mgl60624	SRR061543	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	unknown	mucus	SRA021347,SRS019872,SRX024192	SRR061543	37.5	mgs60622	SRR061543
mgm4472984.3	Supragingival plaque	human-oral	SRR061544	mge60626	SRR061544: human-oral	human-oral	b105c6614675dbf4f4b8426c997708db	SRR061544.fastq	metagenome	4472984.3	SRR061544	SRA021345,SRS018778,SRX024190	SRR061544	Washington University Genome Institute		Illumina Genome Analyzer II	http://genome.wustl.edu/	mgl60627	SRR061544	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	unknown	mucus	SRA021345,SRS018778,SRX024190	SRR061544	37.5	mgs60625	SRR061544
mgm4472985.3	Tongue dorsum	human-oral	SRR061545	mge60629	SRR061545: human-oral	human-oral	a65e12e7fdf1b103455760ac4be84d5b	SRR061545.fastq	metagenome	4472985.3	SRR061545	SRA021344,SRS016086,SRX024189	SRR061545	Washington University Genome Institute		Illumina Genome Analyzer II	http://genome.wustl.edu/	mgl60630	SRR061545	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	healthy	mucus	SRA021344,SRS016086,SRX024189	SRR061545	37.5	mgs60628	SRR061545
mgm4472986.3	Supragingival plaque	human-oral	SRR061546	mge60632	SRR061546: human-oral	human-oral	dfea5ea56e59cd1aa620ae9109837005	SRR061546.fastq	metagenome	4472986.3	SRR061546	SRA021346,SRS015989,SRX024191	SRR061546	Washington University Genome Institute		Illumina Genome Analyzer II	http://genome.wustl.edu/	mgl60633	SRR061546	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	unknown	mucus	SRA021346,SRS015989,SRX024191	SRR061546	37.5	mgs60631	SRR061546
mgm4472987.3	Buccal mucosa	human-oral	SRR061547	mge60635	SRR061547: human-oral	human-oral	e60490570e1612affbe8ad7c49de0acc	SRR061547.fastq	metagenome	4472987.3	SRR061547	SRA021347,SRS019872,SRX024192	SRR061547	Washington University Genome Institute		Illumina Genome Analyzer II	http://genome.wustl.edu/	mgl60636	SRR061547	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	unknown	mucus	SRA021347,SRS019872,SRX024192	SRR061547	37.5	mgs60634	SRR061547
mgm4472988.3	Tongue dorsum	human-oral	SRR061548	mge60638	SRR061548: human-oral	human-oral	434c7f38e27fad87799748a63b5b5597	SRR061548.fastq	metagenome	4472988.3	SRR061548	SRA021348,SRS015209,SRX024193	SRR061548	Washington University Genome Institute		Illumina Genome Analyzer II	http://genome.wustl.edu/	mgl60639	SRR061548	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	healthy	mucus	SRA021348,SRS015209,SRX024193	SRR061548	37.5	mgs60637	SRR061548
mgm4472989.3	Palatine Tonsils	human-oral	SRR061549	mge60641	SRR061549: human-oral	human-oral	23d733dbb82a30c33bb89b89f529e8fa	SRR061549.fastq	metagenome	4472989.3	SRR061549	SRA021349,SRS063351,SRX024194	SRR061549	Washington University Genome Institute		Illumina Genome Analyzer II	http://genome.wustl.edu/	mgl60642	SRR061549	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	unknown	mucus	SRA021349,SRS063351,SRX024194	SRR061549	37.5	mgs60640	SRR061549
mgm4472990.3	Tongue dorsum	human-oral	SRR061550	mge60644	SRR061550: human-oral	human-oral	abc97634ab53ffd38db9039647d222c6	SRR061550.fastq	metagenome	4472990.3	SRR061550	SRA021348,SRS015209,SRX024193	SRR061550	Washington University Genome Institute		Illumina Genome Analyzer II	http://genome.wustl.edu/	mgl60645	SRR061550	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	healthy	mucus	SRA021348,SRS015209,SRX024193	SRR061550	37.5	mgs60643	SRR061550
mgm4472991.3	Palatine Tonsils	human-oral	SRR061551	mge60647	SRR061551: human-oral	human-oral	fbe230aef78242b46b397b40ca413cef	SRR061551.fastq	metagenome	4472991.3	SRR061551	SRA021349,SRS063351,SRX024194	SRR061551	Washington University Genome Institute		Illumina Genome Analyzer II	http://genome.wustl.edu/	mgl60648	SRR061551	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	unknown	mucus	SRA021349,SRS063351,SRX024194	SRR061551	37.5	mgs60646	SRR061551
